B1NN=Cc2ccccc21 aaa
O=C1NCCc2c[nH]cc21 cHq
O=C1NCCc2cc3c(cc21)Oc1c(ccc2c1[CH]NCC2)O3 cHr
O=C1NCCc2cc3ccccc3nc21 cHs
O=C1NCCc2ccccc21 cHt
O=C1NCCc2ccccc2N1 cHu
O=C1NCCc2cccnc21 cHv
O=C1NCCc2ccncc21 cHw
O=C1NCCc2cnc3cccc1c23 cHx
O=C1NCCc2cncnc21 cHy
O=C1NCCc2cnnc21 cHz
O=C1NCCc2cscc21 cHA
O=C1NCCc2n[nH]c3cccc1c23 cHB
O=C1NCCc2nc3ccccc3c21 cHC
O=C1NCCc2nccc21 cHD
O=C1NCCc2ncccc21 cHE
O=C1NCCc2nccn21 cHF
O=C1NCCc2ncncc21 cHG
O=C1NCCc2ncsc21 cHH
O=C1NCCc2nnc3cccc1c23 cHI
O=C1NCCc2occc21 cHJ
O=C1NCCc2oncc21 cHK
O=C1NCCn2c1cc1c2CCCC1 cHL
O=C1NCCn2c1cc1c2C[CH]C1 cHM
O=C1NCCn2c1cc1ccccc12 cHN
O=C1NCCn2c1cccc2=O cHO
O=C1NCCn2ccc(=O)cc21 cHP
O=C1NCCn2ccc3cccc1c32 cHQ
O=C1NCCn2cccc21 cHR
O=C1NCCn2cnc3cccc1c32 cHS
O=C1NCCn2cncc21 cHT
O=C1NCCn2cnnc21 cHU
O=C1NCCn2nccc21 cHV
O=C1NCCn2ncnc21 cHW
O=C1NCN2CCCC12 cHX
O=C1NCN2[CH]c3[nH]c4ccccc4c3CC12 cHY
O=C1NCN=C2C1=Nc1ccccc12 cHZ
O=C1NCNC(=O)N1 cIa
O=C1NCNC12CCCc1ccccc12 cIb
O=C1NCNC12CCNCC2 cIc
O=C1NCNCN1 cId
O=C1NCNc2c1cnc1[nH]ccc21 cIe
O=C1NCNc2ccccc21 cIf
O=C1NCNc2ccncc21 cIg
O=C1NCNc2ncccc21 cIh
O=C1NCOc2cc3c(=O)nnnc3cc21 cIi
O=C1NCOc2cc3c(cc21)OC1CCCN1C3=O cIj
O=C1NCOc2ccccc21 cIk
O=C1NCOc2cccnc21 cIl
O=C1NCOc2cnccc21 cIm
O=C1NCOc2ncccc21 cIn
O=C1NCSC12CCCC2 cIo
O=C1NCSC12CCCCC2 cIp
O=C1NCSC12Cc1ccccc1C2 cIq
O=C1NCSc2ccccc21 cIr
O=C1NC[CH]C12CC2 cIs
O=C1NC[CH]C12CCNC2 cIt
O=C1NC[CH]C12CCNCC2 cIu
O=C1NC[CH]C12CNC2 cIv
O=C1NC[CH]C12C[CH]NCC2 cIw
O=C1NC[CH]C2CCNCCC12 cIx
O=C1NC[CH]C2N=CNC12 cIy
O=C1NC[CH]CC12CCNCC2 cIz
O=C1NC[CH]CC2=N[CH]NC12 cIA
O=C1NC[CH]CCN1 cIB
O=C1NC[CH]CCn2c1cc1cccnc1c2=O cIC
O=C1NC[CH]CN1 cID
O=C1NC[CH]CN2[CH][CH]CCC12 cIE
O=C1NC[CH]CO1 cIF
O=C1NC[CH]COc2ncncc21 cIG
O=C1NC[CH]Cc2[nH]cnc21 cIH
O=C1NC[CH]Cc2ccccc21 cII
O=C1NC[CH]Cc2ncsc21 cIJ
O=C1NC[CH]Cn2c1cc1ccccc12 cIK
O=C1NC[CH]Cn2c1cc1cccnc12 cIL
O=C1NC[CH]NC2CCNC12 cIM
O=C1NC[CH]Nc2c1sc1ccccc21 cIN
O=C1NC[CH]Nc2ccccc21 cIO
O=C1NC[CH]O1 cIP
O=C1NC[CH]Oc2c1cnc1ccccc21 cIQ
O=C1NC[CH]Oc2ccccc21 cIR
O=C1NC[CH]Oc2ccncc21 cIS
O=C1NC[CH]Oc2cnccc21 cIT
O=C1NC[CH]Oc2ncccc21 cIU
O=C1NC[CH]Oc2ncncc21 cIV
O=C1NC[CH][CH]CN[CH]COc2ccccc21 cIW
O=C1NC[CH][CH]O1 cIX
O=C1NC[CH][CH]OCC=CC[CH]Oc2ccccc21 cIY
O=C1NC[CH][CH]OCCCCCNc2ccccc21 cIZ
O=C1NC[CH][CH]OCCCCCOc2ccccc21 cJa
O=C1NC[CH][CH]OCCCCOc2ccccc21 cJb
O=C1NC[CH][CH]OCCCC[CH]Oc2ccccc21 cJc
O=C1NC[CH][CH]OCCCC[CH]Oc2cccnc21 cJd
O=C1NC[CH][CH]OCCCC[CH]Oc2ccsc21 cJe
O=C1NC[CH][CH]OCCCC[CH]Oc2ncccc21 cJf
O=C1NC[CH][CH]OCCCC[CH]Oc2nccnc21 cJg
O=C1NC[CH][CH]OCCCC[CH]Oc2nncc21 cJh
O=C1NC[CH][CH]OCCCOc2ccccc21 cJi
O=C1NC[CH][CH]OCCOc2ccccc21 cJj
O=C1NC[CH][CH]OCc2ccccc2-c2c1nc1ccccc21 cJk
O=C1NC[CH][CH]OCc2ccccc2-c2ccccc21 cJl
O=C1NC[CH][CH]Oc2ccccc21 cJm
O=C1NC[CH][CH]Oc2ncccc21 cJn
O=C1NC[CH][CH]n2c1cc1ccccc12 cJo
O=C1NC[CH]c2[nH]ccc21 cJp
O=C1NC[CH]c2c1[nH]c1ccccc21 cJq
O=C1NC[CH]c2c1nc1ccccc21 cJr
O=C1NC[CH]c2ccccc21 cJs
O=C1NC[CH]c2cscc21 cJt
O=C1NC[CH]c2ncccc21 cJu
O=C1NC[CH]n2c1cc1c(=O)nncc12 cJv
O=C1NC[CH]n2c1cc1ccccc12 cJw
O=C1NC[CH]n2c1cc1cccnc12 cJx
O=C1NC[CH]n2c1cc1cncnc12 cJy
O=C1NC[CH]n2c1nc1cccnc12 cJz
O=C1NC[CH]n2cccc21 cJA
O=C1NC[CH]n2cncc21 cJB
O=C1NC[CH]n2nccc21 cJC
O=C1NCc2[nH]ccc21 cJD
O=C1NCc2c1c1c(c3nc4ccccc4c23)Cc2ccccc2-1 cJE
O=C1NCc2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21 cJF
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1 cJG
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1[CH]CC3O1 cJH
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1[CH][CH]CC3O1 cJI
O=C1NCc2c1c1c3ccccc3nc1c1nc3ccccc3c21 cJJ
O=C1NCc2c1ccc1[nH]c3ccccc3c21 cJK
O=C1NCc2c1ccc1ccccc21 cJL
O=C1NCc2c1nc1ccnn1c2=O cJM
O=C1NCc2c1ncc1ccccc21 cJN
O=C1NCc2c1sc1ccccc21 cJO
O=C1NCc2c[nH]c3cccc1c23 cJP
O=C1NCc2cc3c(cc21)CCNCC3 cJQ
O=C1NCc2cc3c(cc21)OCO3 cJR
O=C1NCc2cc3c(cc21)O[CH]C3 cJS
O=C1NCc2cc3c4c(ccc3cc21)OCO4 cJT
O=C1NCc2cc3ccc4c(c3cc21)OCO4 cJU
O=C1NCc2cc3ccccc3cc21 cJV
O=C1NCc2cc3ccccc3nc21 cJW
O=C1NCc2cc3ccccc3nc2O1 cJX
O=C1NCc2cc3cccnc3cc21 cJY
O=C1NCc2cccc3c2N1C[CH]C3 cJZ
O=C1NCc2cccc3cccc1c23 cKa
O=C1NCc2ccccc2-c2ccccc21 cKb
O=C1NCc2ccccc21 cKc
O=C1NCc2ccccc2CC12CCNCC2 cKd
O=C1NCc2ccccc2N1 cKe
O=C1NCc2ccccc2N2N=CCC12 cKf
O=C1NCc2ccccc2N2N=C[CH]C12 cKg
O=C1NCc2ccccc2O1 cKh
O=C1NCc2cccn21 cKi
O=C1NCc2cccnc21 cKj
O=C1NCc2cccnc2N1 cKk
O=C1NCc2ccncc21 cKl
O=C1NCc2ccncc2N1 cKm
O=C1NCc2ccsc21 cKn
O=C1NCc2cn3nccc3nc21 cKo
O=C1NCc2cnc3cccc1c23 cKp
O=C1NCc2cnc3ccccc3c21 cKq
O=C1NCc2cnc3ccccc3c2N1 cKr
O=C1NCc2cnccc21 cKs
O=C1NCc2cnccc2N1 cKt
O=C1NCc2cncn2-c2ccccc21 cKu
O=C1NCc2cncn2-c2ccsc21 cKv
O=C1NCc2cncn21 cKw
O=C1NCc2cncnc21 cKx
O=C1NCc2cncnc2N1 cKy
O=C1NCc2n[nH]c(=O)n21 cKz
O=C1NCc2nc(=O)nn21 cKA
O=C1NCc2nc3ccccc3cc21 cKB
O=C1NCc2nc3cccnc3n2-c2ccccc21 cKC
O=C1NCc2nc3cncnc3nc21 cKD
O=C1NCc2ncccc21 cKE
O=C1NCc2ncccc2N1 cKF
O=C1NCc2nccn2-c2ccccc21 cKG
O=C1NCc2nccnc21 cKH
O=C1NCc2ncncc21 cKI
O=C1NCc2ncnn2-c2ccccc21 cKJ
O=C1NCc2ncsc21 cKK
O=C1NCc2nnc(=O)n21 cKL
O=C1NCc2nncc21 cKM
O=C1NN1 cKN
O=C1NN=C2C1=N[CH]Cc1ccccc12 cKO
O=C1NN=C2C=CC[CH]C12 cKP
O=C1NN=C2CCCCc3[nH]c4cccc1c4c32 cKQ
O=C1NN=C2CCCc3[nH]c4cccc1c4c32 cKR
O=C1NN=C2CCCc3nc4cccc1c4c32 cKS
O=C1NN=C2CCNCC12 cKT
O=C1NN=C2CCSCC12 cKU
O=C1NN=C2CC[CH]CC12 cKV
O=C1NN=C2CN3CCCC3c3[nH]c4cccc1c4c32 cKW
O=C1NN=C2CNCc3[nH]c4cccc1c4c32 cKX
O=C1NN=C2CNCc3nc4cccc1c4c32 cKY
O=C1NN=C2C[CH]Cc3[nH]c4cccc1c4c32 cKZ
O=C1NN=C2C[CH]Cc3nc4cccc1c4c32 cLa
O=C1NN=C2C[CH][CH]c3[nH]c4cccc1c4c32 cLb
O=C1NN=C2[CH]CCc3[nH]c4cccc1c4c32 cLc
O=C1NN=C2c3ccccc3N=CC12 cLd
O=C1NN=C2c3ccncc3C3=NNC(=O)C123 cLe
O=C1NN=C2c3cnccc3C3NN=CC123 cLf
O=C1NN=CC12CC=CCS2 cLg
O=C1NN=CC12CCNCC2 cLh
O=C1NN=CC12[CH][CH]2 cLi
O=C1NN=CC1=C1C=Cc2ccccc2N1 cLj
O=C1NN=CC1=C1CCCN1 cLk
O=C1NN=CC1=C1SCCCS1 cLl
O=C1NN=CC1=C1SCCS1 cLm
O=C1NN=CC1=C1S[CH]c2ccccc21 cLn
O=C1NN=CC1=c1nc(=O)c(=C2[CH]c3ccccc3N2)s1 cLo
O=C1NN=CC2C3c4ccccc4C(c4ccccc43)C12 cLp
O=C1NN=CC2C=CC=CC12 cLq
O=C1NN=CC2CC12 cLr
O=C1NN=CC2CC=CCC12 cLs
O=C1NN=CC2CCC12 cLt
O=C1NN=CC2CCC3C4CC[CH]C4CCC3C12 cLu
O=C1NN=CC2CCCCC12 cLv
O=C1NN=CC=Cc2ccccc21 cLw
O=C1NN=CCS1 cLx
O=C1NN=CCn2c1cc1ccccc12 cLy
O=C1NN=CN2C(=O)CCC12 cLz
O=C1NN=CNc2ccccc21 cLA
O=C1NN=COc2ccccc21 cLB
O=C1NN=C[CH]O1 cLC
O=C1NN=C[CH]S1 cLD
O=C1NN=Cc2c[nH]c3cccc1c23 cLE
O=C1NN=Cc2ccccc2N1 cLF
O=C1NNC(=O)C12CCCC2 cLG
O=C1NNC(=O)C1=C1C(=O)Nc2ccccc21 cLH
O=C1NNC(=O)C2C1C1C=CC2C12CC2 cLI
O=C1NNC(=O)C2C3c4ccccc4C(c4ccccc43)C12 cLJ
O=C1NNC(=O)c2cccc3cccc1c23 cLK
O=C1NNC(=O)c2ccccc2N1 cLL
O=C1NNC(=O)c2ccccc2SSc2ccccc2C(=O)NNC(=O)c2ccccc2SSc2ccccc21 cLM
O=C1NNC2(C(=O)N1)c1ccccc1-c1ccccc12 cLN
O=C1NNC2(CCC3(CC2)OCCO3)N1 cLO
O=C1NNC2(CCCCC2)N1 cLP
O=C1NNC2(CCNCC2)N1 cLQ
O=C1NNC2C1=CNC1=C2CCCCC1 cLR
O=C1NNC2C=CN=C12 cLS
O=C1NNC2NC(=O)C3(NN2C1=O)c1ccccc1-c1ccccc13 cLT
O=C1NNC=C2C=Nc3cccc1c32 cLU
O=C1NNCc2ccccc21 cLV
O=C1NNNc2[nH]cnc21 cLW
O=C1NNNc2ccsc21 cLX
O=C1NNS(=O)(=O)c2ccccc21 cLY
O=C1NNc2ccccc2N1 cLZ
O=C1NNc2ncncc2N1 cMa
O=C1NS(=O)(=O)C2=C1CCCC2 cMb
O=C1NS(=O)(=O)Cc2ccccc21 cMc
O=C1NS(=O)(=O)Nc2ccccc21 cMd
O=C1NS(=O)(=O)OC=Nc2ccccc21 cMe
O=C1NS(=O)(=O)c2ccccc21 cMf
O=C1NS(=O)(=O)c2ccsc21 cMg
O=C1NS(=O)(=O)c2ncccc21 cMh
O=C1NS(=O)Nc2sc3c(c21)CC[CH]C3 cMi
O=C1N[CH]C(=O)N2C1CC1CCCCC12 cMj
O=C1N[CH]C(=O)N2C1CC1c3ccccc3NC12 cMk
O=C1N[CH]C(=O)N2C1[CH]C1COc3ccccc3C12 cMl
O=C1N[CH]C(=O)N2CCCC12 cMm
O=C1N[CH]C(=O)N2CCCC2C(=O)N[CH]CC=CCNCC[CH]C(=O)N2CCCC12 cMn
O=C1N[CH]C(=O)N2CCCC2C(=O)N[CH]CC=CC[CH]C(=O)N2CCCC12 cMo
O=C1N[CH]C(=O)N2CCNCC12 cMp
O=C1N[CH]C(=O)N2CC[CH]C12 cMq
O=C1N[CH]C(=O)N2C[CH]CC12 cMr
O=C1N[CH]C(=O)N2[CH]CC(C2)OC(=O)N2Cc3cccc(c3C2)CCCC[CH]CO1 cMs
O=C1N[CH]C(=O)N2[CH][CH]CCC12 cMt
O=C1N[CH]C(=O)N2[CH]c3[nH]c4ccccc4c3CC12 cMu
O=C1N[CH]C(=S)N1 cMv
O=C1N[CH]C12CCC2 cMw
O=C1N[CH]C12CCCC2 cMx
O=C1N[CH]C12CCCCC2 cMy
O=C1N[CH]C12CCNCC2 cMz
O=C1N[CH]C12CCOCC2 cMA
O=C1N[CH]C2(CCC2)O1 cMB
O=C1N[CH]C2(CCCC2)O1 cMC
O=C1N[CH]C2(CCCCC2)O1 cMD
O=C1N[CH]C2(CCNCC2)O1 cME
O=C1N[CH]C2(CCOCC2)O1 cMF
O=C1N[CH]C2(COC2)O1 cMG
O=C1N[CH]C23C=CC([CH]C12)O3 cMH
O=C1N[CH]C2=C(CCC2=O)N1 cMI
O=C1N[CH]C2=C(CCCC2=O)N1 cMJ
O=C1N[CH]C2=C(CNC2=O)N1 cMK
O=C1N[CH]C2=C(COC2=O)N1 cML
O=C1N[CH]C2=C(C[CH]C2=O)N1 cMM
O=C1N[CH]C2=C(C[CH]CC2=O)N1 cMN
O=C1N[CH]C2=C(N1)c1ccccc1C2=O cMO
O=C1N[CH]C2=C(N1)c1ccccc1CC2 cMP
O=C1N[CH]C2=C1CC=CC2 cMQ
O=C1N[CH]C2=C1CCCC2 cMR
O=C1N[CH]C2=C1NCCN=C2 cMS
O=C1N[CH]C2=C1[CH]C1=CCOCC1=N2 cMT
O=C1N[CH]C2=C1[CH]C1C(=O)COCC1N2 cMU
O=C1N[CH]C2=C1[CH]C=CN2 cMV
O=C1N[CH]C2=CNCCN=C12 cMW
O=C1N[CH]C2=CSc3ccccc3N=C2N1 cMX
O=C1N[CH]C2=C[CH]CC=C12 cMY
O=C1N[CH]C2=NC(CO2)C(=O)N[CH]C2=NC(CO2)C(=O)N[CH]C(=O)N2CCCC2C2=NC1[CH]O2 cMZ
O=C1N[CH]C2=NC(CS2)C(=O)N[CH]C2=NC(CS2)C(=O)N[CH]C(=O)N2CCCC2C2=NC1[CH]O2 cNa
O=C1N[CH]C2=NC(CS2)C(=O)N[CH]C2=NC(CS2)C(=O)N[CH]C(=O)N2CCCC2C2=NC1[CH]S2 cNb
O=C1N[CH]C2=NC([CH]O2)C(=O)N[CH]C2=NC([CH]O2)C(=O)N[CH]C2=NC1[CH]O2 cNc
O=C1N[CH]C2C(=O)CCCC2N1 cNd
O=C1N[CH]C2C=CC=CC12 cNe
O=C1N[CH]C2C=CCCC12 cNf
O=C1N[CH]C2C=CC[CH]C12 cNg
O=C1N[CH]C2C=C[CH]C3C=CC[CH]C[CH]C=C[CH]C123 cNh
O=C1N[CH]C2C=C[CH]CC12 cNi
O=C1N[CH]C2C=C[CH][CH]C12 cNj
O=C1N[CH]C2C=NNC12 cNk
O=C1N[CH]C2CC12 cNl
O=C1N[CH]C2CC3CCCN1C23 cNm
O=C1N[CH]C2CC3CCN1C23 cNn
O=C1N[CH]C2CCCCC12 cNo
O=C1N[CH]C2NC=NC12 cNp
O=C1N[CH]C2ON=CC12 cNq
O=C1N[CH]C2O[CH]C1O2 cNr
O=C1N[CH]C2S[CH][CH]N12 cNs
O=C1N[CH]C2[CH]C3CCN1C23 cNt
O=C1N[CH]C2[CH]C3OC3C3C=CC[CH]C[CH]C=C[CH]C123 cNu
O=C1N[CH]C2[CH]NC(=O)NC2N1 cNv
O=C1N[CH]C2[CH][CH][CH]CC12 cNw
O=C1N[CH]C=C2C=CCCN12 cNx
O=C1N[CH]C=C2SCCN12 cNy
O=C1N[CH]C=CCN2CCCC12 cNz
O=C1N[CH]C=CN1 cNA
O=C1N[CH]C=NN1 cNB
O=C1N[CH]C=Nc2ccccc21 cNC
O=C1N[CH]CC12CC1CCC(C2)N1 cND
O=C1N[CH]CC12CCCN2 cNE
O=C1N[CH]CC12CCCO2 cNF
O=C1N[CH]CC12CCNCC2 cNG
O=C1N[CH]CC23O[CH]C(C=C12)OO3 cNH
O=C1N[CH]CC2=C1[CH]C=CO2 cNI
O=C1N[CH]CC2CC[CH]N12 cNJ
O=C1N[CH]CC2N=CSC12 cNK
O=C1N[CH]CC2c3ccccc3OC(=O)C12 cNL
O=C1N[CH]CCCCC=CCCCC[CH]C(=O)N2CC3[CH]C3C12 cNM
O=C1N[CH]CCCCCCCCCC[CH]C(=O)N2CC3[CH]C3C12 cNN
O=C1N[CH]CCCCCCCCC[CH]C(=O)N2CC3[CH]C3C12 cNO
O=C1N[CH]CCCCCCCC[CH]C(=O)N2CC3[CH]C3C12 cNP
O=C1N[CH]CCCCCCC[CH]C(=O)N2CC3[CH]C3C12 cNQ
O=C1N[CH]CCCCCC[CH]C(=O)N2CC3[CH]C3C12 cNR
O=C1N[CH]CCC[CH]c2cc(ccn2)-c2ccccc21 cNS
O=C1N[CH]CCN1 cNT
O=C1N[CH]CCO1 cNU
O=C1N[CH]CCc2ccccc2N1 cNV
O=C1N[CH]CCc2cn(cn2)CC=CCOc2cccc1c2 cNW
O=C1N[CH]CCc2cn(cn2)CCCCOc2cccc1c2 cNX
O=C1N[CH]CCn2c1cc1ccccc12 cNY
O=C1N[CH]CN1 cNZ
O=C1N[CH]CN2C(=O)N[CH]C=C12 cOa
O=C1N[CH]CN2CCCC12 cOb
O=C1N[CH]CN2CCCCC12 cOc
O=C1N[CH]CNC1=O cOd
O=C1N[CH]CNN1 cOe
O=C1N[CH]CNc2c1sc1ccc3ncccc3c21 cOf
O=C1N[CH]CNc2c1sc1ccccc21 cOg
O=C1N[CH]CNc2ccccc21 cOh
O=C1N[CH]CO1 cOi
O=C1N[CH]COc2ccccc21 cOj
O=C1N[CH]CS1 cOk
O=C1N[CH]CSSC[CH]C(=O)N2CCC1CC2 cOl
O=C1N[CH]C[CH]N1 cOm
O=C1N[CH]Cc2[nH]ccc21 cOn
O=C1N[CH]Cc2c([nH]c3ccccc23)-c2[nH]c3ccccc3c2C[CH]C(=O)N2CCCC12 cOo
O=C1N[CH]Cc2c1[nH]c1ccccc21 cOp
O=C1N[CH]Cc2c1ccc1ccccc21 cOq
O=C1N[CH]Cc2ccc(cc2)OCC=CCCN2CCCC12 cOr
O=C1N[CH]Cc2ccc(cc2)OCC=CCCN2C[CH]CC12 cOs
O=C1N[CH]Cc2ccc(cc2)OCC=CCCc2ccccc21 cOt
O=C1N[CH]Cc2ccc(cc2)OCC=CCNc2ccccc21 cOu
O=C1N[CH]Cc2ccc(cc2)OCC=CCOc2cc3c(cc21)CCCC3 cOv
O=C1N[CH]Cc2ccc(cc2)OCC=CCOc2cccc1c2 cOw
O=C1N[CH]Cc2ccc(cc2)OCC=CCOc2ccccc21 cOx
O=C1N[CH]Cc2ccc(cc2)OCC=CCSc2ncccc21 cOy
O=C1N[CH]Cc2ccc(cc2)OCCCCCc2ccccc21 cOz
O=C1N[CH]Cc2ccc(cc2)OCCCCOc2cc3c(cc21)CCCC3 cOA
O=C1N[CH]Cc2ccc(cc2)OCCCCOc2cccc1c2 cOB
O=C1N[CH]Cc2ccc(cc2)OCCCCOc2ccccc21 cOC
O=C1N[CH]Cc2ccc(nc2)OCC=CCOc2cccc1c2 cOD
O=C1N[CH]Cc2ccc(nc2)OCCCCOc2cccc1c2 cOE
O=C1N[CH]Cc2cccc(c2)OCC=CCOc2ccc1cc2 cOF
O=C1N[CH]Cc2cccc(c2)OCC=CCOc2ccc1cn2 cOG
O=C1N[CH]Cc2cccc(c2)OCC=CCOc2cccc1c2 cOH
O=C1N[CH]Cc2cccc(c2)OCC=CCOc2ccccc21 cOI
O=C1N[CH]Cc2cccc(c2)OCCCCOc2ccc1cc2 cOJ
O=C1N[CH]Cc2cccc(c2)OCCCCOc2cccc1c2 cOK
O=C1N[CH]Cc2cccc(c2)OCCCCOc2ccccc21 cOL
O=C1N[CH]Cc2cccc(n2)NCC=CCOc2cccc1c2 cOM
O=C1N[CH]Cc2cccc(n2)NCCCCOc2cccc1c2 cON
O=C1N[CH]Cc2ccccc21 cOO
O=C1N[CH]Cc2ccccc2OCCCCOc2cccc1c2 cOP
O=C1N[CH]Cc2cn(c3ccccc23)CC=CCOc2cccc1c2 cOQ
O=C1N[CH]Cc2cn(cn2)CC=CCOc2ccc1cc2 cOR
O=C1N[CH]Cc2cn(cn2)CC=CCOc2cccc1c2 cOS
O=C1N[CH]Cc2cn(cn2)CC=CCOc2cccc1n2 cOT
O=C1N[CH]Cc2cn(cn2)CC=CCc2cccc1c2 cOU
O=C1N[CH]Cc2cn(cn2)CCC=CCOc2cccc1c2 cOV
O=C1N[CH]Cc2cn(cn2)CCCCCOc2cccc1c2 cOW
O=C1N[CH]Cc2cn(cn2)CCCCOc2cccc1c2 cOX
O=C1N[CH]Cc2cn(nn2)CC=CCOc2cccc1c2 cOY
O=C1N[CH]Cc2cn(nn2)CCCCOc2cccc1c2 cOZ
O=C1N[CH]Cc2cscc21 cPa
O=C1N[CH]Cc2nccc21 cPb
O=C1N[CH]Cc2ncccc21 cPc
O=C1N[CH]Cc2ncsc21 cPd
O=C1N[CH]Cn2c1cc1ccccc12 cPe
O=C1N[CH]Cn2c1cccc2=O cPf
O=C1N[CH]Cn2cc(nn2)CC=CCOc2cccc1c2 cPg
O=C1N[CH]Cn2cc(nn2)CCCCOc2cccc1c2 cPh
O=C1N[CH]Cn2cncc21 cPi
O=C1N[CH]Cn2cnnc21 cPj
O=C1N[CH]N2C(=O)CCC12 cPk
O=C1N[CH]N2C(=O)N[CH]N12 cPl
O=C1N[CH]N2CCCC12 cPm
O=C1N[CH]N2CCCCC12 cPn
O=C1N[CH]N2CCCN12 cPo
O=C1N[CH]N2CC[CH]CC12 cPp
O=C1N[CH]N2CCc3ccccc3C12 cPq
O=C1N[CH]N2Cc3ccccc3CC12 cPr
O=C1N[CH]N=C2Oc3ccccc3C=C12 cPs
O=C1N[CH]N=C2Sc3ccccc3N12 cPt
O=C1N[CH]N=CN1 cPu
O=C1N[CH]NC(=O)N1 cPv
O=C1N[CH]NC12CCCC2 cPw
O=C1N[CH]NC12CCCCC2 cPx
O=C1N[CH]NC12c1ccccc1CC21CC[CH]CC1 cPy
O=C1N[CH]NC12c1ccccc1CC21CCc2ccccc2CC1 cPz
O=C1N[CH]NC12c1ccccc1OC21CCc2ccccc2CC1 cPA
O=C1N[CH]NC2=C1C1CCCN1C(=O)N2 cPB
O=C1N[CH]NC2=C1C1CCCN1C(=S)N2 cPC
O=C1N[CH]NC2=C1COCC2 cPD
O=C1N[CH]NC2=C1[CH]NC=N2 cPE
O=C1N[CH]NN1 cPF
O=C1N[CH]NNC12c1ccccc1-c1ccccc12 cPG
O=C1N[CH]NO1 cPH
O=C1N[CH]Nc2c1sc1ncccc21 cPI
O=C1N[CH]Nc2c[nH]nc21 cPJ
O=C1N[CH]Nc2ccccc21 cPK
O=C1N[CH]Nc2cscc21 cPL
O=C1N[CH]Nc2nc(=S)sc21 cPM
O=C1N[CH]Nc2ncccc21 cPN
O=C1N[CH]Nc2nccnc21 cPO
O=C1N[CH]Nc2nncc21 cPP
O=C1N[CH]Nc2sc3c(c21)CCC3 cPQ
O=C1N[CH]Nc2sc3c(c21)CCCC3 cPR
O=C1N[CH]Nc2sc3c(c21)CCNC3 cPS
O=C1N[CH]Nc2sc3c(c21)CC[CH]C3 cPT
O=C1N[CH]Nc2sc3c(c21)C[CH]OC3 cPU
O=C1N[CH]Nc2sccc21 cPV
O=C1N[CH]Oc2ccccc21 cPW
O=C1N[CH]SC12CCCC2 cPX
O=C1N[CH]Sc2ccccc21 cPY
O=C1N[CH][CH]C2[CH]N12 cPZ
O=C1N[CH][CH]CC12CCNCC2 cQa
O=C1N[CH][CH]CC12[CH]C2 cQb
O=C1N[CH][CH]CN1 cQc
O=C1N[CH][CH]CNN1 cQd
O=C1N[CH][CH]CO1 cQe
O=C1N[CH][CH]N1 cQf
O=C1N[CH][CH]NC1=O cQg
O=C1N[CH][CH]Nc2ccccc21 cQh
O=C1N[CH][CH]O1 cQi
O=C1N[CH][CH]Oc2ccccc21 cQj
O=C1N[CH][CH]S1 cQk
O=C1N[CH][CH][CH]N1 cQl
O=C1N[CH][CH][CH]O1 cQm
O=C1N[CH][CH][CH][CH]N1 cQn
O=C1N[CH][CH]c2ccccc21 cQo
O=C1N[CH][CH]n2c1cc1ccccc12 cQp
O=C1N[CH][CH]n2c1cc1cccnc12 cQq
O=C1N[CH]c2[nH]ccc21 cQr
O=C1N[CH]c2c(c3ccc4ccccc4c3oc2=O)N1 cQs
O=C1N[CH]c2c(nc(=O)[nH]c2=O)N1 cQt
O=C1N[CH]c2c(nc(=O)nc2=O)N1 cQu
O=C1N[CH]c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1C[CH][CH]C3O1 cQv
O=C1N[CH]c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1[CH][CH]CC3O1 cQw
O=C1N[CH]c2c1ccc1[nH]c3ccccc3c21 cQx
O=C1N[CH]c2c1cnc1ccccc21 cQy
O=C1N[CH]c2c1cnc1ccnn21 cQz
O=C1N[CH]c2c1nc1ccccc21 cQA
O=C1N[CH]c2c1oc1ccccc1c2=O cQB
O=C1N[CH]c2c[nH][n+]c21 cQC
O=C1N[CH]c2c[nH]c3nccc(c23)-c2ccccc21 cQD
O=C1N[CH]c2c[nH]cc21 cQE
O=C1N[CH]c2c[nH]nc21 cQF
O=C1N[CH]c2cc3c(cc21)OCO3 cQG
O=C1N[CH]c2cc3ccccc3cc2O1 cQH
O=C1N[CH]c2cc3ccccc3nc21 cQI
O=C1N[CH]c2ccc3[nH]c4ccccc4c3c21 cQJ
O=C1N[CH]c2ccccc21 cQK
O=C1N[CH]c2ccccc2N1 cQL
O=C1N[CH]c2ccccc2NC1=O cQM
O=C1N[CH]c2ccccc2O1 cQN
O=C1N[CH]c2cccn21 cQO
O=C1N[CH]c2ccncc21 cQP
O=C1N[CH]c2ccsc2-n2cnnc21 cQQ
O=C1N[CH]c2cn[nH]c21 cQR
O=C1N[CH]c2cnccc21 cQS
O=C1N[CH]c2cnnc(=O)c21 cQT
