B aaa
C1=C2CCCCC23CNNC2CC45ONNCC4CCC5C(C1)C23 etP
C1=C2CCCCC23CNNC2CCCC(C1)C23 etQ
C1=C2CCCCC23CNNCC32CCCCC2C1 etR
C1=C2CCCCC23CNNCC32CNCCC2C1 etS
C1=C2CCCCC23CNNCC3CC1 etT
C1=C2CCCCC23CNNCN3CC1 etU
C1=C2CCCCC23NCCCC32CCCCC2C1 etV
C1=C2CCCCC23NCNC2CCCC(C1)C23 etW
C1=C2CCCCC23NCNC2NCCC(C1)C23 etX
C1=C2CCCCC23NCNNC32CCCCC2C1 etY
C1=C2CCCCC23NNCCC3CC1 etZ
C1=C2CCCCC23NONC2CCCC(C1)C23 eua
C1=C2CCCCC23OCCC(O1)O3 eub
C1=C2CCCCC23OCCC2CCCC(C1)C23 euc
C1=C2CCCCC23OCCC2CCCC(N1)C23 eud
C1=C2CCCCC23OCNN2CCCC(C1)C23 eue
C1=C2CCCCC23ONCC2CCCC(C1)C23 euf
C1=C2CCCCC23ONCC2CCCC(N1)C23 eug
C1=C2CCCCC23ONCCC3CC1 euh
C1=C2CCCCC23ONCN2CCCC(C1)C23 eui
C1=C2CCCCC23ONCOC32CCCCC2C1 euj
C1=C2CCCCC23ONNCC3CC1 euk
C1=C2CCCCC23ONNCN3CC1 eul
C1=C2CCCCC23OOCC2CCCC(N1)C23 eum
C1=C2CCCCC23OONN2CCCC(C1)C23 eun
C1=C2CCCCC2=COCCO1 euo
C1=C2CCCCC2=NCCS1 eup
C1=C2CCCCC2C2=CCCCC(C1)C2 euq
C1=C2CCCCC2C2CCC(C1)C2 eur
C1=C2CCCCC2C2CCC3CC2C1OCC1CCCC(OCCOCCO3)O1 eus
C1=C2CCCCC2CC2CCCCC1O2 eut
C1=C2CCCCC2CCCCc2cccc(c2)CCCCNCCCCC1 euu
C1=C2CCCCC2CNCCCCC1 euv
C1=C2CCCCCC3OC3CCC(CC1)C2 euw
C1=C2CCCCCCC3OC(C2)C2CCC3C12 eux
C1=C2CCCCCCCCC2C1 euy
C1=C2CCCCCCCCCCC2C1 euz
C1=C2CCCCCCCCCCCCCC2=NCC1 euA
C1=C2CCCCCOCC2CO1 euB
C1=C2CCCCS23CCNCN3CC1 euC
C1=C2CCCC[NH+]2CCC1 euD
C1=C2CCCCc3cccc4c3OC(CC4)C2CCCC1 euE
C1=C2CCCN(CC1)C2 euF
C1=C2CCCN3CC1CC23 euG
C1=C2CCCN3CC1NC23 euH
C1=C2CCCN3CCCN(C1)C23 euI
C1=C2CCCN3CCCN(OC1)N23 euJ
C1=C2CCCN3CCNC(CC1)C23 euK
C1=C2CCCN3CCNC(CN1)C23 euL
C1=C2CCCN3CCNC(CO1)C23 euM
C1=C2CCCN3CNCN(C1)C23 euN
C1=C2CCCN3CNCN(C1)N23 euO
C1=C2CCCN3CNCN(N1)N23 euP
C1=C2CCCN3NCCC(CC1)C23 euQ
C1=C2CCCN3NCCN(C1)C23 euR
C1=C2CCCN3NCNC(CC1)C23 euS
C1=C2CCCN3NCNNC23CCC1 euT
C1=C2CCCN3NNCC(OC1)C23 euU
C1=C2CCCN3NNCN(C1)C23 euV
C1=C2CCCN3NNNNC23CCC1 euW
C1=C2CCCN3OCCC(NC1)C23 euX
C1=C2CCCNC23NCNC2CCCC(C1)C23 euY
C1=C2CCCNC23NCNC2NCCC(C1)C23 euZ
C1=C2CCCNC23NCNNC32CCCCC2C1 eva
C1=C2CCCNC23OCCN2CCCC(C1)C23 evb
C1=C2CCCNC23ONCN2CCCC(C1)C23 evc
C1=C2CCCOC3COCC(C3)OCCC2CCO1 evd
C1=C2CCCS2=NCC1 eve
C1=C2CCC[NH+]=C2CCN1 evf
C1=C2CCCc3cccc4c3OC(CC4)CC2=CC1 evg
C1=C2CCCc3ccnc(c32)CC1 evh
C1=C2CCCc3ccnc(c32)OC1 evi
C1=C2CCCc3cncc(c32)NC1 evj
C1=C2CCCc3ncc4c(c32)N(C1)CCO4 evk
C1=C2CCCc3nccc(c32)CC1 evl
C1=C2CCCc3nccc(c32)CN1 evm
C1=C2CCCc3nccc(c32)OC1 evn
C1=C2CCCc3ncnc(c32)NC1 evo
C1=C2CCCc3ncnc(c32)OC1 evp
C1=C2CCCc3nnc4c(c32)N(C1)CCO4 evq
C1=C2CCCc3nnn(c32)CC1 evr
C1=C2CCCn3ccc(c32)CC1 evs
C1=C2CCCn3cnc(c32)CC1 evt
C1=C2CCCn3ncc(c32)CC1 evu
C1=C2CCCn3nnc(c32)CC1 evv
C1=C2CCN(CCCCCCCCCCC(C3CO3)C1)OC2 evw
C1=C2CCN3CC4CC(C3)C3CCC(C=C5OCC1C5(C1CCCO1)CC2)CN3C4 evx
C1=C2CCN3CC4CC(CN(CCC=C5OCC1C5(C1CCCO1)CC2)C4)C3 evy
C1=C2CCN3CCNC4CNC(CC1)C2N43 evz
C1=C2CCN3CCNC4ONC(CC1)N2N43 evA
C1=C2CCN3NCNC4ONC(CC1)N2N43 evB
C1=C2CCN3NNNC4CNC2(CCC1)C43 evC
C1=C2CCNC3=CCCNC23CCC1 evD
C1=C2CCNC3=CCCOC23CCC1 evE
C1=C2CCNC3=CCN=C(CC1)N23 evF
C1=C2CCNC3=CCN=C(N1)N23 evG
C1=C2CCNC3=CCNN(NC1)N23 evH
C1=C2CCNC3=CNC(=NC1)N23 evI
C1=C2CCNC3CC1CC23 evJ
C1=C2CCNC3CC1NC23 evK
C1=C2CCNC3CC1OC23 evL
C1=C2CCNC3CCCC23CCC1 evM
C1=C2CCNC3CCNC23CCC1 evN
C1=C2CCNC3CNC(OC1)C23 evO
C1=C2CCNC3CNCC(=CC1)N23 evP
C1=C2CCNC3CNNC(CC1)C23 evQ
C1=C2CCNC3NCC4CCNC(C1)C4C23 evR
C1=C2CCNC3NCC4CCNC(N1)C4C23 evS
C1=C2CCNC3NCNC(CC1)C23 evT
C1=C2CCNC3NCNNC23CCC1 evU
C1=C2CCNC3NNC4CCNC(C1)C4C23 evV
C1=C2CCNC3NNC4CCNC(N1)C4C23 evW
C1=C2CCNC3NNCC(CN1)C23 evX
C1=C2CCNCC23CCCCC3C1 evY
C1=C2CCNCC23CCCCC3N1 evZ
C1=C2CCNCC23CNCCC32CCCCC2C1 ewa
C1=C2CCNCC23CNCCC3C1 ewb
C1=C2CCNCC23CONNC3CC1 ewc
C1=C2CCNCC23NNCCC3C1 ewd
C1=C2CCNCC23OCCC2CCCC(C1)C23 ewe
C1=C2CCNCC23OCNN2CCCC(C1)C23 ewf
C1=C2CCNCC23ONCC2CCCC(C1)C23 ewg
C1=C2CCNCCC=C2CN1 ewh
C1=C2CCNCCNC=C2CN1 ewi
C1=C2CCNCCNC=C2CNC1 ewj
C1=C2CCNN3CCCC(CC1)C23 ewk
C1=C2CCNN3CCC[N+](=C23)CN1 ewl
C1=C2CCNN3CCNC(CC1)C23 ewm
C1=C2CCNN3CCNC(CN1)C23 ewn
C1=C2CCNN3CCNC(CO1)C23 ewo
C1=C2CCNN3CCNN(NC1)C23 ewp
C1=C2CCNN3CNNC(CC1)C23 ewq
C1=C2CCNN3CNNN(NC1)C23 ewr
C1=C2CCNN3CONC(CC1)N23 ews
C1=C2CCNN3NCN4CCCC(C1)C4C23 ewt
C1=C2CCNN3NCN4CNCC(C1)C4C23 ewu
C1=C2CCNN3NCNC(CC1)C23 ewv
C1=C2CCNN3NCNN(NC1)C23 eww
C1=C2CCNN3NNN4CCCC(C1)C4C23 ewx
C1=C2CCNN3NNN4CNCC(C1)C4C23 ewy
C1=C2CCNN3NNNC(CC1)C23 ewz
C1=C2CCNNC23NCNC2CCCC(C1)C23 ewA
C1=C2CCNNC23OCNN2CCCC(C1)C23 ewB
C1=C2CCNc3ccc4c(c32)N(C1)CCO4 ewC
C1=C2CCNc3cccc(c32)CC1 ewD
C1=C2CCNc3cccc(c32)CN1 ewE
C1=C2CCNc3cccc(c32)NC1 ewF
C1=C2CCNc3cccc(c32)OC1 ewG
C1=C2CCNc3ccnc(c32)CC1 ewH
C1=C2CCNc3ccnc(c32)CN1 ewI
C1=C2CCNc3cnc4c(c32)N(C1)CCO4 ewJ
C1=C2CCNc3cncc(c32)CN1 ewK
C1=C2CCNc3cnnc(c32)CC1 ewL
C1=C2CCNc3cnnc(c32)CN1 ewM
C1=C2CCNc3ncc4c(c32)N(C1)CCO4 ewN
C1=C2CCNc3nccc(c32)CN1 ewO
C1=C2CCNc3ncnc(c32)CN1 ewP
C1=C2CCNc3nnc4c(c32)N(C1)CCO4 ewQ
C1=C2CCNn3ccc(c32)CC1 ewR
C1=C2CCOC3=C2C(NOC3)OC1 ewS
C1=C2CCOC3=C2C2(CCCCN2OC3)OC1 ewT
C1=C2CCOC3=C2C2(CNCCN2OC3)OC1 ewU
C1=C2CCOC3=C2C2(CNNCN2OC3)OC1 ewV
C1=C2CCOC3=C2C2(CNOCN2OC3)OC1 ewW
C1=C2CCOC3=CNC(=NC1)N23 ewX
C1=C2CCOC3CC(CCO3)OCCC2CO1 ewY
C1=C2CCOC3CCCC(=C23)CC1 ewZ
C1=C2CCOC3CCOC(CC1)C23 exa
C1=C2CCOC3CCOCC23CCC1 exb
C1=C2CCOC3CCONC23CCC1 exc
C1=C2CCOC3CNOC(CC1)C23 exd
C1=C2CCOC3COCC(C3)OCC=C2CO1 exe
C1=C2CCOC3COCC(C3)OCCC2CCO1 exf
C1=C2CCOC3COCC(C3)OCCC2CO1 exg
C1=C2CCOCC23OCNN2CCCC(C1)C23 exh
C1=C2CCOCCOCCC2CO1 exi
C1=C2CCON3CC1CC23 exj
C1=C2CCON3CNCN(N1)N23 exk
C1=C2CCON3ONCN(N1)N23 exl
C1=C2CCOc3ccc4c(c3)C(Cc3cccc(c3)Oc3ccc(cc3)CC2NCC1)NCC4 exm
C1=C2CCOc3ccc4c(c32)N(C1)CCO4 exn
C1=C2CCOc3cccc(c32)CN1 exo
C1=C2CCOc3cccc(c32)NC1 exp
C1=C2CCOc3nccc(c32)OC1 exq
C1=C2CCSNC=C2CN1 exr
C1=C2CCc3ccc(cc3)CCN(C2)C2CCCC12 exs
C1=C2CCc3ccc(cc3)CCN1C1CCCC1C2 ext
C1=C2CCc3cccc(c3)CCCC3C2CCC1C3C1=CCOC1 exu
C1=C2CCc3cccc4c3C2=C(CC4)NC1 exv
C1=C2CN3CCC45CCN6CC(C7CC8CCC9CCN7C8C9)C(OC1)C(C2CC34)C65 exw
C1=C2CN3CNCc4ccc(c2c43)CC1 exx
C1=C2CNC3CCC(C3)N2CC1 exy
C1=C2CNC3CCC(O3)N2CC1 exz
C1=C2CNC3CCC4C1CC2C34 exA
C1=C2CNC3CCCC(O3)N2CC1 exB
C1=C2CNC3CCCC4NNNC2(CCC1)C34 exC
C1=C2CNC3CCCN4CCC(CC1)C2C34 exD
C1=C2CNC3CCCN4CCC5(CCCN15)C2C34 exE
C1=C2CNC3CCCN4NCC(CC1)C2C34 exF
C1=C2CNC3CCCN4NNC(CC1)C2C34 exG
C1=C2CNC3CCCN4NNCC2(CCC1)C34 exH
C1=C2CNC3CCN(CC1)N23 exI
C1=C2CNC3CCN(NC1)N23 exJ
C1=C2CNC3CCNC(=C23)CC1 exK
C1=C2CNC3CCNC4NNN(CC1)C2C34 exL
C1=C2CNC3CNCc4ccc(c2c43)OC1 exM
C1=C2CNC3CONC(=C23)CC1 exN
C1=C2CNC3NCCC4NCC(OC1)C2C43 exO
C1=C2CNC3NCCN4CCC5(CCCN15)C2C34 exP
C1=C2CNC3NCNC(=C23)CC1 exQ
C1=C2CNC3NNCC4NCC(NC1)C2C43 exR
C1=C2CNC3NNCC4NCC(OC1)C2C43 exS
C1=C2CNC3NNCC4NCC(OC1)N2C43 exT
C1=C2CNC3NNCN4CCC5(CCCN15)C2C34 exU
C1=C2CNC3NNCc4ccc(c2c43)OC1 exV
C1=C2CNC3NONC(=C23)CC1 exW
C1=C2CNC=C2COCCC1 exX
C1=C2CNC=C2c2cnc(o2)-c2nc3oc2C2(COc4c1cccc42)c1cccc(c1)CCCNC3 exY
C1=C2CNC=C2c2cnc(o2)-c2nc3oc2C24c5cc(ccc5OC2Nc2c1cccc24)CCCNC3 exZ
C1=C2CNCC3=CCCOC23CCC1 eya
C1=C2CNCC3=CCNOC23CCC1 eyb
C1=C2CNCC3=CNC(=NC1)N23 eyc
C1=C2CNCC3CC4CNNN(C1)C4C23 eyd
C1=C2CNCC3CC4CNON(C1)C4C23 eye
C1=C2CNCC3CCC(NC1)C23 eyf
C1=C2CNCC3CCCC(=C23)CC1 eyg
C1=C2CNCC3CCCC(=NC1)N23 eyh
C1=C2CNCC3CCCC4(CCCC14)C23 eyi
C1=C2CNCC3CCCC4(CCCN14)C23 eyj
C1=C2CNCC3CCCNC23CCC1 eyk
C1=C2CNCC3CCOC(=C23)CC1 eyl
C1=C2CNCC3CNC4(CCCC14)C23 eym
C1=C2CNCC3CNCC(CC1)C23 eyn
C1=C2CNCC3CNCNC23CCC1 eyo
C1=C2CNCC3CNNC(CC1)C23 eyp
C1=C2CNCC3COCC(CC1)C23 eyq
C1=C2CNCC3COCC(NC1)C23 eyr
C1=C2CNCC3CSC(CO1)N23 eys
C1=C2CNCC3NCCC(CC1)N23 eyt
C1=C2CNCC3NCCC4(CCCC14)C23 eyu
C1=C2CNCC3NCCC4(CCCN14)C23 eyv
C1=C2CNCC3NCCNC23CCC1 eyw
C1=C2CNCC3NCOCC23CCC1 eyx
C1=C2CNCC3NNC4(CCCC14)C23 eyy
C1=C2CNCC3NNCC(=C23)CC1 eyz
C1=C2CNCC3NNCNC23CCC1 eyA
C1=C2CNCC3NNCNC23CCN1 eyB
C1=C2CNCC3OCCC(CC1)N23 eyC
C1=C2CNCC3OCCC4(CCCC14)C23 eyD
C1=C2CNCC3OCCC4(CCCN14)C23 eyE
C1=C2CNCC3Oc4nccc5c4C(C(CO5)N1)C23 eyF
C1=C2CNCCC23CNNCC3CC1 eyG
C1=C2CNCN3CCCC4(CCCC14)C23 eyH
C1=C2CNCN3CCN4CNCC(O1)C4C23 eyI
C1=C2CNCN3CCNC(CC1)C23 eyJ
C1=C2CNCN3CCNC(CO1)C23 eyK
C1=C2CNCN3CNN4CNCC(C1)C4C23 eyL
C1=C2CNCN3CNN4CNCC(C1)C4N23 eyM
C1=C2CNCN3CNN4CNCC(O1)C4C23 eyN
C1=C2CNCN3CNNC(CC1)C23 eyO
C1=C2CNCN3NCCC(CC1)C23 eyP
C1=C2CNCN3NCN4CNCC(O1)C4C23 eyQ
C1=C2CNCN3NNN4CNCC(C1)C4N23 eyR
C1=C2CNCN3OCCC4(CCCC14)C23 eyS
C1=C2CNCN3OCNC(CC1)C23 eyT
C1=C2CNCN3OPOC(NC1)C23 eyU
C1=C2CNCOCN2CC1 eyV
C1=C2CNCc3cccc(c32)CC1 eyW
C1=C2CNCc3cccc(c32)CN1 eyX
C1=C2CNCc3cccc(c32)NC1 eyY
C1=C2CNCc3cccc(c32)OC1 eyZ
C1=C2CNCc3cccc(c32)SN1 eza
C1=C2CNCc3ccnc(c32)CN1 ezb
C1=C2CNCc3ccnc(c32)NC1 ezc
C1=C2CNCc3ccnc(c32)OC1 ezd
C1=C2CNCc3cncc(c32)NC1 eze
C1=C2CNCc3ncc4c(c32)N(C1)CCO4 ezf
C1=C2CNCc3nccc(c32)CN1 ezg
C1=C2CNCc3nccc(c32)NC1 ezh
C1=C2CNCc3nccc(c32)OC1 ezi
C1=C2CNCc3ncn(c32)CC1 ezj
C1=C2CNCc3ncnc(c32)NC1 ezk
C1=C2CNCc3nnc4c(c32)N(C1)CCO4 ezl
C1=C2CNCn3ccc(c32)CC1 ezm
C1=C2CNCn3ccc(c32)CN1 ezn
C1=C2CNCn3ncc(c32)CC1 ezo
C1=C2CNN3CCON4NOCC2(CCC1)N34 ezp
C1=C2CNN3CNNC4NCC(OC1)C2C43 ezq
C1=C2CNN3NCCC4NCC(OC1)C2C43 ezr
C1=C2CNN3NCNC4NCC(OC1)C2C43 ezs
C1=C2CNN3NNCN4CNN(C1)C2C43 ezt
C1=C2CNN3NNCN4ONN(C1)C2C34 ezu
C1=C2CNN3NNNC4CNC2(CCC1)C43 ezv
C1=C2CNN3NNNN4CNN(C1)C2C43 ezw
C1=C2CNN3NNNN4ONN(C1)C2C34 ezx
C1=C2CNN=C2C2OCC(CS1)O2 ezy
C1=C2CNNC3=CCCC(NC1)C23 ezz
C1=C2CNNC3=CCCCC23OCC1 ezA
C1=C2CNNC3=CCCNC23CCC1 ezB
C1=C2CNNC3=CCCOC23CCC1 ezC
C1=C2CNNC3=CCN=C(N1)N23 ezD
C1=C2CNNC3=CCNN(NC1)N23 ezE
C1=C2CNNC3=CNC(=NC1)N23 ezF
C1=C2CNNC3CCC(C1)CC23 ezG
C1=C2CNNC3CCC4(CCCC14)C23 ezH
C1=C2CNNC3CCCC23CCN1 ezI
C1=C2CNNC3CCCC4(CCCC14)C23 ezJ
C1=C2CNNC3CCNC(CC1)C23 ezK
C1=C2CNNC3CCNC(NC1)C23 ezL
C1=C2CNNC3CCNC23CCC1 ezM
C1=C2CNNC3CCOC(=C23)CC1 ezN
C1=C2CNNC3CNC(OC1)C23 ezO
C1=C2CNNC3CNC4(CCCC14)C23 ezP
C1=C2CNNC3CNCC(CC1)C23 ezQ
C1=C2CNNC3CNNC(CC1)C23 ezR
C1=C2CNNC3COC(C1)CC23 ezS
C1=C2CNNC3CONC(=C23)CN1 ezT
C1=C2CNNC3N=NCC4(CCCC14)C23 ezU
C1=C2CNNC3NCCC(CC1)C23 ezV
C1=C2CNNC3NCCC4(CCCC14)C23 ezW
C1=C2CNNC3NCNC(CC1)C23 ezX
C1=C2CNNC3NNC4(CCCC14)C23 ezY
C1=C2CNNC3NNCN(CN1)C23 ezZ
C1=C2CNNC3NONC(=C23)CN1 eAa
C1=C2CNNC3NONN(C1)C23 eAb
C1=C2CNNC3OCCC4(CCCC14)C23 eAc
C1=C2CNNC3OCCC4(CCCN14)C23 eAd
C1=C2CNNCC23CCCCC3N1 eAe
C1=C2CNNCC23CNCCC3C1 eAf
C1=C2CNNCC23NNCCC3C1 eAg
C1=C2CNNN3CCCC4(CCCC14)C23 eAh
C1=C2CNNN3CCC[N+](=C23)CN1 eAi
C1=C2CNNN3CCNC(CC1)C23 eAj
C1=C2CNNN3CCNC(CO1)C23 eAk
C1=C2CNNN3CNNC(NC1)C23 eAl
C1=C2CNNN3NCCC(CC1)C23 eAm
C1=C2CNNN3NCC[N+](=C23)CN1 eAn
C1=C2CNNN3NCNC(CC1)C23 eAo
C1=C2CNNN3NCOC(CC1)C23 eAp
C1=C2CNNN3NNOCC23CCC1 eAq
C1=C2CNNN3OCNC(CC1)C23 eAr
C1=C2CNNc3cccc(c32)CC1 eAs
C1=C2CNNc3cccc(c32)NC1 eAt
C1=C2CNNc3cccc(c32)OC1 eAu
C1=C2CNNc3cccc(c32)SN1 eAv
C1=C2CNNc3ccnc(c32)CC1 eAw
C1=C2CNNc3cncc(c32)NC1 eAx
C1=C2CNNc3nccc(c32)NC1 eAy
C1=C2CNNc3nnc4c(c32)N(C1)CCO4 eAz
C1=C2CNNn3ccc(c32)CC1 eAA
C1=C2CNOC3CCCC(CC1)C23 eAB
C1=C2CNOC3CCNC(CC1)C23 eAC
C1=C2CNOC3CCOC(CC1)C23 eAD
C1=C2CNOC3CNCC(CC1)C23 eAE
C1=C2CNOC3CNOC(CC1)C23 eAF
C1=C2CNON3NNOC(CC1)C23 eAG
C1=C2CNOc3cccc(c32)CC1 eAH
C1=C2CNOc3cccc(c32)CN1 eAI
C1=C2CNOc3cccc(c32)NC1 eAJ
C1=C2CNOc3cccc(c32)OC1 eAK
C1=C2CNPC3POCC(=C23)CC1 eAL
C1=C2CNPC3PONC(=C23)CC1 eAM
C1=C2CNc3cccc(c32)CN1 eAN
C1=C2CNc3cccc(c32)NN1 eAO
C1=C2CNc3cccc(c32)NO1 eAP
C1=C2CNc3cccc4c3C2=C(CC4)NC1 eAQ
C1=C2CNc3ccnc(c32)CC1 eAR
C1=C2CNc3ccnc(c32)NO1 eAS
C1=C2CNc3cnnc(c32)NO1 eAT
C1=C2CNc3nccc(c32)CC1 eAU
C1=C2CNc3ncnc(c32)CC1 eAV
C1=C2COC(C1)CCCCC(C1CCCC1)C2 eAW
C1=C2COC(COCCCCCCCCCCC1)C2 eAX
C1=C2COC3CCC(NC1)C23 eAY
C1=C2COC3CCC(NN1)C23 eAZ
C1=C2COC3CCNC4CC5(CCCC15)C2C43 eBa
C1=C2COC3CCOC(C3)OCCCC2CCC1 eBb
C1=C2COC3CNNC4CC5(CCCC15)C2C43 eBc
C1=C2COC3CNNN(CC1)C23 eBd
C1=C2COC3COCC(C3)OCCCC2CCC1 eBe
C1=C2COC3NCCC4CCC(CC1)N2N43 eBf
C1=C2COC3NNCC4CCC(CC1)N2N43 eBg
C1=C2COC3OC(CC23)OCCC(C2CCCCC2)C1 eBh
C1=C2COC3ONNN(CC1)C23 eBi
C1=C2COCC23CCC2CC3C(C1)O2 eBj
C1=C2COCC23CCNC(C1)C3 eBk
C1=C2COCC23CC[NH2+]C(C1)C3 eBl
C1=C2COCC2COCCCC1 eBm
C1=C2COCC3=C2C2N(C1)CNCN2CC3 eBn
C1=C2COCC3=C2C2N(C1)CNCN2NC3 eBo
C1=C2COCC3=C2C2N(C1)NCCN2NC3 eBp
C1=C2COCC3=C2C2N(C1)NCCN2OC3 eBq
C1=C2COCC3=C2C2N(C1)NCNN2NC3 eBr
C1=C2COCC3=C2C2N(C1)NNNN2NC3 eBs
C1=C2COCC3=C2C2N(CNNN2C1)NC3 eBt
C1=C2COCC3=CCCOC23CCC1 eBu
C1=C2COCC3CC(COCC2[NH2+]C1)CO3 eBv
C1=C2COCC3CCC(CCOCC2NC1)O3 eBw
C1=C2COCC3CCC(NC1)C23 eBx
C1=C2COCC3CCC4(CCCC14)C23 eBy
C1=C2COCC3CCC4NCCC(C1)C4C23 eBz
C1=C2COCC3CCC4NCNC(C1)C4C23 eBA
C1=C2COCC3CCCC([SH2]C1)N23 eBB
C1=C2COCC3CCCC4(CCCC14)C23 eBC
C1=C2COCC3CCOC(CC1)C23 eBD
C1=C2COCC3CNCC(CC1)C23 eBE
C1=C2COCC3CNCC(CN1)C23 eBF
C1=C2COCC3CNNC(CC1)C23 eBG
C1=C2COCC3CNNC(CN1)C23 eBH
C1=C2COCC3NCC4(CCCC14)C23 eBI
C1=C2COCC3NCCC([SH2]C1)N23 eBJ
C1=C2COCC3NCCC4(CCCC14)C23 eBK
C1=C2COCC3NCN4CCNC(C1)C4C23 eBL
C1=C2COCC3NNNC(CC1)C23 eBM
C1=C2COCC3OCCC(SC1)N23 eBN
C1=C2COCC3OCCC([SH2]C1)N23 eBO
C1=C2COCC3OCCC4(CCCC14)C23 eBP
C1=C2COCC3OCNC(CC1)N23 eBQ
C1=C2COCCC3COCC(COCC2NC1)C3 eBR
C1=C2COCCCCCCC2CO1 eBS
C1=C2COCCCCCCCC2NC1 eBT
C1=C2COCCCCCCOCC2NC1 eBU
C1=C2COCCCCCCOCC2[NH2+]C1 eBV
C1=C2COCCCCCCOC[NH+]2CC1 eBW
C1=C2COCCCCCOCC2NC1 eBX
C1=C2COCCCCCOCC2[NH2+]C1 eBY
C1=C2COCCCCc3ccc(cc3)Oc3cccc(c3)CC2NCC1 eBZ
C1=C2COCCCCc3cccc(c3)Oc3ccc(cc3)CC2NCC1 eCa
C1=C2COCCCOCCCCOCC2NC1 eCb
C1=C2COCCCOCCCCOCC2[NH2+]C1 eCc
C1=C2COCCN=C2NN1 eCd
C1=C2COCCOC3CCCC(COCC2CCC1)O3 eCe
C1=C2COCCS23CCNCN3CC1 eCf
C1=C2COCCS23CCNNN3CC1 eCg
C1=C2COCN3CCC4NCN[SH](C1)C4N23 eCh
C1=C2COCN3CCC4NNN[SH](C1)C4N23 eCi
C1=C2COCN3CCCC(CC1)C23 eCj
C1=C2COCN3CCCC(CC1)N23 eCk
C1=C2COCN3CCCC4(CCCC14)C23 eCl
C1=C2COCN3CCN4NCOC(C1)C4C23 eCm
C1=C2COCN3CCNC(CC1)C23 eCn
C1=C2COCN3CCNC(CC1)N23 eCo
C1=C2COCN3CNCC(CC1)C23 eCp
C1=C2COCN3CNN4NCOC(C1)C4C23 eCq
C1=C2COCN3CNNC(CC1)C23 eCr
C1=C2COCN3CNNC(CC1)N23 eCs
C1=C2COCN3CNOC(CC1)C23 eCt
C1=C2COCN3COCC(CC1)C23 eCu
C1=C2COCN3NCC4CCNC(C1)C4C23 eCv
C1=C2COCN3NCC4NCN[SH](C1)C4N23 eCw
C1=C2COCN3NCCC(CC1)C23 eCx
C1=C2COCN3NCNC(CC1)C23 eCy
C1=C2COCN3NCNC(CC1)N23 eCz
C1=C2COCN3NCOC(CC1)C23 eCA
C1=C2COCN3NNCC(CC1)C23 eCB
C1=C2COCN3NNN4CCNC(C1)C4C23 eCC
C1=C2COCN3NNN4NCOC(C1)C4C23 eCD
C1=C2COCN3NNNC(CC1)N23 eCE
C1=C2COCN3OCC4NNN[SH](C1)C4N23 eCF
C1=C2COCOC2CC2CCCCC1C2 eCG
C1=C2CON3CCNN4NNC(CC1)N2N43 eCH
C1=C2CON3CNCN4CCC5(CCCC15)C2C43 eCI
C1=C2CON3CNNC4NCC(OC1)C2C43 eCJ
C1=C2CON3CNNN4CNC(CC1)C2C43 eCK
C1=C2CON3CNOC4NOC(CC1)C2N43 eCL
C1=C2CON3NNNN4CNC(CC1)C2C43 eCM
C1=C2CONC3=C2C2N(C1)NCNN2NC3 eCN
C1=C2CONC3CCC4(CCCC14)C23 eCO
C1=C2CONC3CCC4(CCCN14)C23 eCP
C1=C2CONC3CCCC(SC1)N23 eCQ
C1=C2CONC3CCCC([SH2]C1)N23 eCR
C1=C2CONC3CCNC(CC1)C23 eCS
C1=C2CONC3CCOC(CC1)C23 eCT
C1=C2CONC3CNCC(CC1)C23 eCU
C1=C2CONC3CNCC(OC1)C23 eCV
C1=C2CONC3CNNC(CC1)C23 eCW
C1=C2CONC3CNNC(CC1)N23 eCX
C1=C2CONC3CNNC(CN1)C23 eCY
C1=C2CONC3COCC(=C23)CN1 eCZ
C1=C2CONC3CONC(=C23)CN1 eDa
C1=C2CONC3NCC4(CCCC14)C23 eDb
C1=C2CONC3NCC4CCCC(C1)C4N23 eDc
C1=C2CONC3NCC4CCNC(C1)C4N23 eDd
C1=C2CONC3NCCC(CC1)C23 eDe
C1=C2CONC3NCCC(CC1)N23 eDf
C1=C2CONC3NCCC([SH2]C1)C23 eDg
C1=C2CONC3NCCC([SH2]C1)N23 eDh
C1=C2CONC3NCNC(CC1)C23 eDi
C1=C2CONC3NCNC(CC1)N23 eDj
C1=C2CONC3NCOC(CC1)C23 eDk
C1=C2CONC3NNCC(CC1)C23 eDl
C1=C2CONC3NNNC(CC1)C23 eDm
C1=C2CONC3NNNC(CC1)N23 eDn
C1=C2CONC3OCNC(CC1)N23 eDo
C1=C2CONC3ONNC(CC1)N23 eDp
C1=C2CONCC23CCCCC3N1 eDq
C1=C2CONN3CCCC(CC1)C23 eDr
C1=C2CONN3CCCC4(CCCC14)C23 eDs
C1=C2CONN3CCNC(CC1)C23 eDt
C1=C2CONN3CCOC(CC1)N23 eDu
C1=C2CONN3CNCC(CC1)C23 eDv
C1=C2CONN3CNN4NCOC(C1)C4C23 eDw
C1=C2CONN3CNOC(CC1)C23 eDx
C1=C2CONN3NCC4NCN[SH](C1)C4N23 eDy
C1=C2CONN3NCCC(CC1)C23 eDz
C1=C2CONN3NCN4CCNC(C1)C4C23 eDA
C1=C2CONN3NCN4NCOC(C1)C4C23 eDB
C1=C2CONN3NCNC(CC1)C23 eDC
