canonical_smiles,standard_type,standard_value
Nc1nc(CN2CCc3ccccc3C2)nc(Nc2ccccc2)n1,IC50,47100.0
O=S(=O)(Nc1nc2ccccc2s1)c1ccc(Cl)s1,IC50,6020.0
CCOC(=O)C1=NN(c2ccccc2)C2=NC(C)=C(C(=O)OC)C(c3cccs3)N12,IC50,47100.0
COC(=O)c1ccc(NC(=O)COC(=O)CSc2nc(C)cc(C)n2)cc1,IC50,47100.0
COc1ccc(CCNC(=O)COc2ccc(N(C)S(=O)(=O)c3ccc(C)cc3)cc2)cc1OC,IC50,47100.0
CC(C)(C)OC(=O)N1CCN(c2ccc(CNC(=O)c3ccc(Cl)cc3)cc2)CC1,IC50,47100.0
C=CCn1c(SCc2ccc(F)cc2)nc2c1c(=O)[nH]c(=O)n2C,IC50,47100.0
COc1cc(NC(=O)CSc2cc(C)c3cc(C)cc(C)c3n2)c(C(=O)O)cc1OC,IC50,47100.0
CCN(CC)C(=O)[C@H]1C[C@H](CC(=O)NC/C=C(\C)CCC=C(C)C)C(=O)N2CCc3c([nH]c4ccc(Cl)cc34)[C@]12C,IC50,368.0
Cc1ccccc1N1CCN(C2CCCN(C(=O)c3cn4c(C)cccc4n3)C2)CC1,IC50,47100.0
COc1ccc(C)cc1NCc1cccc(OC)c1OC,IC50,39600.0
Cc1cc(C)n(C(=O)CNC(=O)c2ccccc2Br)n1,IC50,47100.0
COCC(=O)N(C)[C@H]1C[C@H]2c3cc(N4CCN(C)CC4)ccc3CCN2C(=O)[C@H]1[C@H](C)O,IC50,47100.0
Cc1cc(C)n(-c2ccc(C(=O)Oc3ccc4c(c3)OCO4)cc2)n1,IC50,9660.0
CCOc1ccc(OCCSc2nc(N)cc(O)n2)cc1,IC50,47100.0
CN(C(=O)CCS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C1CCCCC1,IC50,47100.0
COc1cc(C#Cc2c(-c3ccccc3)n(C)c3ccccc23)cc(OC)c1,IC50,47100.0
COCCCn1c(-c2ccc(OC)cc2)cc(C(=O)NC2CCCCCCC2)c1C,IC50,3950.0
CCOc1ccc(N/N=C2\C(=O)Nn3c2nc2c(c3=O)CCCC2)cc1,IC50,4730.0
Cc1cccc(C)c1OCC(=O)Nc1oc(-c2ccccc2)c(-c2ccccc2)c1C#N,IC50,47100.0
CCN1CCN(CC(=O)N2N=CCC2c2ccccc2)CC1,IC50,47100.0
COc1ccc(/C=C/C(=O)N(C)CC(=O)Nc2cccc(F)c2)cc1S(=O)(=O)N1CCCCC1,IC50,47100.0
CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NC(C)(C)CC)ccc21,IC50,47100.0
CCOC(=O)c1sc(NC(=O)c2cccc(S(=O)(=O)N3CCN(C)CC3)c2)cc1C,IC50,47100.0
N#Cc1c(N)nc(SC2CCCCC2=O)c(C#N)c1-c1ccco1,IC50,368.0
COC(=O)C12CCc3c(ccc4cc(OC)ccc34)C1=CC(=O)C2,IC50,47100.0
O=C(COC(=O)c1ccncc1)Nc1cc(Cl)ccc1Cl,IC50,47100.0
CCOC(=O)C1CCN(c2ncnc3c2nnn3Cc2ccccc2Cl)CC1,IC50,47100.0
Cc1ccc(CSCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2OC(C)C)cc1,IC50,368.0
CCOc1ccc(NC(=O)CSc2ccc3nnc(-c4cccnc4)n3n2)cc1,IC50,47100.0
Cc1ccc(C)c(S(=O)(=O)C(C#N)c2nc3ccccc3nc2N2CCOCC2)c1,IC50,39800.0
Cc1noc(C)c1COC(=O)c1cc(C)n(-c2ccccc2)c1C,IC50,6040.0
CN(Cc1ccccc1)S(=O)(=O)c1nnc(NC(=O)c2ccc(F)cc2)s1,IC50,368.0
COc1ccc(NC(=O)Nc2ccc3c(c2)OCO3)c(C)c1,IC50,47100.0
Cc1cc(C)cc(NC(=O)C2CCCN(c3nccc(C)n3)C2)c1,IC50,47100.0
O=C(NCC1CCCO1)c1onc(CSc2cccc3ccccc23)c1C(=O)O,IC50,47100.0
Cn1nc(N)c2ncc(C(Cl)(Cl)Cl)nc21,IC50,47100.0
CCCn1c(=N)c(S(=O)(=O)c2ccccc2)cc2c(=O)n3ccccc3nc21,IC50,47100.0
NC(=S)N/N=C/c1ccc(-c2ccc(SC(F)F)cc2)o1,IC50,47100.0
CC(=O)Nc1cc(C(N)=O)c(Cl)cc1Cl,IC50,47100.0
CCC(=O)Nc1ccc(NC(=O)c2oc3ccccc3c2C)cc1,IC50,47100.0
Cc1cccn2c(/C=N/OCc3cccc(F)c3)c(-c3ccc(Cl)cc3)nc12,IC50,47100.0
Cc1ncc([N+](=O)[O-])n1CCOC(N)=O,IC50,47100.0
CC(=O)Nc1cc(C(=O)N2CCC3(CC2)OCCO3)ccc1S(=O)(=O)c1ccc(C)cc1,IC50,47100.0
O=C(c1ccc(F)cc1)C1CCN(Cc2ccccc2F)CC1,IC50,47100.0
CC(=O)N1CCN(S(=O)(=O)c2cccc(C(=O)NCc3ccc(F)cc3)c2)CC1,IC50,47100.0
O=C1C2C3C=CC(C3)C2C(=O)N1CCCO,IC50,47100.0
CCOC(=O)c1cc(=O)cc(C(=O)OCC)o1,IC50,47100.0
CCCCC1(CCCC)C(=O)N=C(Nc2cccc(C)c2)NC1=O,IC50,47100.0
