canonical_smiles,standard_type,standard_value
CC(C)=NNc1ncnc2[nH]cnc12,MIC,10000.0
Oc1cccc2nc3ccccc3nc12,MIC,10000.0
Cc1cc2nc(CS)[nH]c2cc1C,MIC,10000.0
O=[N+]([O-])c1ccc(/C=[N+](\[O-])CCO)o1,MIC,10000.0
Nc1nc(N)c2c(ccc3[nH]ccc32)n1,MIC,10000.0
O=Cc1ccc(O)c2ncccc12,MIC,10000.0
Cc1ccc2ccc(C#N)cc2c1O,MIC,10000.0
Sc1ncnc2c1ncn2C1CCCO1,MIC,10000.0
O=[N+]([O-])c1cc(F)c2cccnc2c1O,MIC,10000.0
Sc1nc2cc(-c3ccccc3)ccc2o1,MIC,10000.0
Cc1ccccc1NC(=O)NCCN1CC1,MIC,10000.0
c1ccc2nc(OCCN3CC3)ccc2c1,MIC,10000.0
O=[N+]([O-])c1cc([N+](=O)[O-])c2cccnc2c1O,MIC,10000.0
Cc1cc2cc3c(O)nc(O)nc3nc2cc1C,MIC,10000.0
C1C2CC3C1C3/C2=N\N=C1/C2CC3C(C2)C13,MIC,10000.0
O=C(c1cccnc1)C1Cc2ccccc2C1=O,MIC,10000.0
COC(=O)C1(F)C(=O)NC(=O)NC1OC,MIC,10000.0
CNc1ncn(-c2c(C)cccc2C)c(=O)n1,MIC,10000.0
Sc1nc2ccc(Cl)cc2s1,MIC,10000.0
O=C1C=C(c2ccccc2)OC(=O)C1C(=O)c1ccccc1,MIC,10000.0
Clc1ccc(SCNc2ccccc2Cl)cc1,MIC,10000.0
Cc1nc(/N=N/c2ccccc2)[nH]c1/N=N/c1ccccc1,MIC,10000.0
CCCCOc1ccc(/N=N\c2ccc(N)nc2N)cn1,MIC,10000.0
CSc1nc(C)c(Br)c(N2CC2)n1,MIC,10000.0
Oc1ccc2ccccc2c1/N=N/c1nccs1,MIC,10000.0
Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,MIC,10000.0
CN1CCN(c2ccc([N+](=O)[O-])c3no[n+]([O-])c23)CC1,MIC,10000.0
O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,MIC,10000.0
C#CC(c1ccccc1)(c1ccccc1)n1ccnc1,MIC,10000.0
NC1(N2SC(S)=C3CCCC=C32)CCCCC1,MIC,10000.0
SC1=NC2(CCCCCC2)NN1c1ccccc1,MIC,10000.0
Cc1cnc(SCc2ccc(Cl)cc2Cl)nc1O,MIC,10000.0
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,MIC,5000.0
C=C(C)C(=O)Oc1ccc(/N=N/c2ccc(C)cc2)ccc1=O,MIC,10000.0
Cc1cc(N)c2cc(NC(=O)/C=C\c3ccccc3Cl)ccc2n1,MIC,10000.0
Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1cccc2ccccc12,MIC,10000.0
O=C1C(Cl)=C(NCCc2ccccc2)C(=O)c2ccccc21,MIC,10000.0
Cc1ccnc(NC(c2ccccc2)c2ccc3cccnc3c2O)c1,MIC,10000.0
O=Nc1c(-c2cccc([N+](=O)[O-])c2)nc2ncccn12,MIC,10000.0
Cc1ccc(C=C2C(Cl)=C(Cl)C(Cl)=C2Cl)cc1,MIC,10000.0
Cc1ccc([S+]([O-])c2ccc([N+](=O)[O-])c3nonc23)cc1,MIC,10000.0
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc([N+](=O)[O-])cn1,MIC,10000.0
CCN1CCCC(Sc2nc3c(=S)n(C)c(=O)n(C)c3[nH]2)C1,MIC,10000.0
COC(=O)N1C2CCCCC2=NN(c2ccccc2)N1C(=O)OC,MIC,10000.0
CCOC(=O)/C(C#N)=C1\SS/C(=C(/C#N)C(=O)OCC)S1,MIC,10000.0
O=[N+]([O-])c1ccc(-c2ccccc2)c([As](=O)(O)O)c1,MIC,10000.0
Cn1c(=S)c2nc(SCCN3CCCC3)[nH]c2n(C)c1=O,MIC,156.3
C/C(=N/NC(=S)N1CC2CCC(CC2)C1)c1cnccn1,MIC,10000.0
CCO.Nc1nc(N)c2cc(Sc3ccc4ccccc4c3)ccc2n1,MIC,5000.0
O=C1C=CC(=O)N1c1ccc(I)cc1Cl,MIC,10000.0
Oc1c(CN2CCN(c3ccccc3)CC2)cc(Br)c2cccnc12,MIC,10000.0
N=C(Nc1nc(-c2ccccn2)cc2ccccc12)c1ccccn1,MIC,10000.0
CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C.O=C(O)c1ccccc1,MIC,10000.0
