canonical_smiles,standard_type,standard_value
c1ccc(Sc2ncccn2)nc1,Inhibition,-10.47
Cc1nnc(-n2cccc2)s1,Inhibition,-10.77
Nc1n[nH]c(Nc2ccccc2)n1,Inhibition,-7.66
Cc1n[nH]c2nc(N)nn2c1=O,Inhibition,-10.19
O=C(O)c1cc(Cl)nnc1O,Inhibition,-6.94
Nc1nc(N)c2c(ccc3[nH]ccc32)n1,MIC,10000.0
CN1C=C/C(=C/[N+](=O)[O-])N(C)C1=O,Inhibition,-5.15
Cl/N=C1/C=CC=C/C1=N/Cl,Inhibition,-1.81
COC(=O)c1c[n+]([O-])ccc1OC,Inhibition,-2.93
N#CCS(=O)(=O)c1cccc[n+]1[O-],Inhibition,-4.09
CSc1nnc(-c2cccs2)[nH]1,Inhibition,-11.54
O=c1cccc2n1C[C@H]1CNC[C@H]2C1,Inhibition,-10.24
O=CN/C=C\c1cc(O)ccc1O,Inhibition,7.81
C1=Cc2ccccc2Nc2ccccc21,Inhibition,-15.72
N=C(N)NC(=N)Nc1ccc(O)cc1,Inhibition,-11.16
CSc1nsc(NN)n1,Inhibition,-11.9
C/C(=N\O)C1CC(CC(=O)O)C1(C)C,Inhibition,-5.7
Cc1ccc2ccc(C#N)cc2c1O,MIC,10000.0
CCCN=C(S)Nc1ccccc1,Inhibition,1.71
CC(C)C(=O)Nc1cccnc1,Inhibition,8.85
CC1CO/C(=C2\C(=O)OCC2C)C1,Inhibition,-12.83
CCCCN1C(=O)CC2CCOC21C,Inhibition,-12.41
CC1=CC2(C)NC(=O)C(C)C12,Inhibition,-9.55
c1ccc(/N=N/N2CCOCC2)cc1,Inhibition,-10.19
O=C1NCCc2c1[nH]c1ccccc21,Inhibition,-7.2
O=[N+]([O-])/C=C/c1cc2ccccc2[nH]1,Inhibition,-1.09
C#CCCOC(=O)Nc1ccccc1,Inhibition,-13.66
CCOc1nsc(OCC)n1,Inhibition,-10.38
Cc1cc2c3ccccc3ncn2n1,Inhibition,-5.91
N#CCc1cnc2ccccc2n1,Inhibition,-9.92
c1ccc2c(c1)Nc1ccncc1S2,Inhibition,-9.93
c1ccc2c(c1)nnn2-c1ccncc1,Inhibition,-7.26
CC1(C)CC(=O)CC(C)(C)N1O,MIC,10000.0
c1cc(-n2nnc3cnccc32)ccn1,Inhibition,-8.76
OCC(O)C1OCOC(C(O)CO)C1O,Inhibition,-5.49
OC1COC(OCc2ccccc2)C(O)C1O,Inhibition,-6.82
Cc1cc(O)c(-c2cc(O)c(C)cc2O)cc1O,Inhibition,17.06
CC1CCCC(CC(=O)O)(CC(=O)O)C1,Inhibition,-2.12
Sc1ncnc2c1cnn2-c1ccccc1,Inhibition,30.67
O=C1c2ccccc2C(=O)N1c1nc[nH]n1,Inhibition,-4.67
O=C(Nc1ccccc1)Nc1ccccn1,Inhibition,-4.64
CCCNC(=O)c1ccc(Cl)cc1Cl,Inhibition,-4.71
CC(C)N(C(=O)c1cccc([N+](=O)[O-])c1)C(C)C,Inhibition,-4.03
NC(=O)Nc1n[nH]c(-c2ccccc2)n1,Inhibition,1.04
CC(C)(C)c1ccc(OCC(=O)O)cc1,Inhibition,-1.59
CCn1c(=O)n(C)c2c(=O)n(C)c(=O)n(C)c21,Inhibition,-11.25
O=C1C(CO)C(CO)C(CO)C1CO,Inhibition,-11.22
CN(C)c1ccc(/N=N/c2ccccn2)cc1,MIC,10000.0
O=C(O)c1cncc(Br)c1,Inhibition,-7.23
CCc1cccc2[nH]c3cc([N+](=O)[O-])ccc3c12,Inhibition,12.93
CCOC(=O)/C(C#N)=C\c1c[nH]c2ccccc12,Inhibition,2.4
COc1ccc(/C=C2/CCOC2=O)cc1,Inhibition,-15.8
COc1ccc(Br)c2c1C(=O)CC2,Inhibition,-15.03
Oc1ccc(Cc2ccccc2Cl)c(O)c1,Inhibition,-12.35
Oc1ccc(Cc2ccc(Cl)cc2)c(O)c1,Inhibition,-7.42
O=C(O)CSc1nc2ccccc2s1,Inhibition,-12.74
O=C(O)c1ccc(N2CCCCC2)cc1O,Inhibition,-11.23
CCCCNc1cc(Cl)nc(N)n1,Inhibition,-8.27
NC(=O)Nc1ccc(Nc2ccccc2)cc1,Inhibition,-3.95
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,Inhibition,-10.88
COc1ccc(-c2cc3ccccc3[nH]2)cc1,Inhibition,-13.44
CCCCSc1[nH]cnc2nncc1-2,Inhibition,-16.47
Nc1ccc2c(c1)nnn2-c1ccccc1,Inhibition,-12.32
CCCCCCCC1(C)NC(=O)NC1=O,Inhibition,-12.36
NNC(=O)Cc1cc(O)[nH]n1,Inhibition,-9.5
CC1=CC(=C2C=CC(=O)C=C2)C=C(C)N1C,Inhibition,-12.1
C1CCCC(NC2=NCCO2)CCC1,Inhibition,-3.14
Nc1ccc([As](=O)(O)O)c(O)c1,Inhibition,-12.66
O=[As](O)(O)c1cccnc1,Inhibition,-2.41
O=C1NC(=O)C2(CCc3ccccc32)N1,Inhibition,0.2
Oc1ccc(-c2nc3ccccc3s2)c(O)c1,Inhibition,-4.68
COC(=O)Cc1[nH]c(Cl)nc1C(N)=O,Inhibition,7.24
COC(=O)Cc1[nH]c(S)nc1C(=O)OC,Inhibition,19.86
COC(=O)Cc1[nH]c(O)nc1C(=O)OC,Inhibition,-7.96
O=c1c(O)cccc2cc(O)c(O)c(O)c12,Inhibition,-25.98
CC12CCC(C(NC(=S)NN)C1=O)C2(C)C,Inhibition,-9.53
CC(O)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,Inhibition,-6.24
C=CCNC(=O)C1COc2ccccc2O1,Inhibition,-7.01
Cc1ccc(S(=O)(=O)N(C)C)cc1[N+](=O)[O-],Inhibition,-3.84
c1cncc(-c2nc3ccccc3s2)c1,Inhibition,25.76
CC(=O)Nc1c(C)cc(OCC(=O)O)cc1C,Inhibition,-9.89
O=C(O)CCC1(c2ccccc2)NC(=O)NC1=O,Inhibition,-9.46
c1ccc(CSc2nc3c[nH]cnc-3n2)cc1,Inhibition,13.03
O=C(OCC1CCC=CO1)C1CCC=CO1,Inhibition,-9.47
CCCCn1cnc2c(S)nc(N)nc21,Inhibition,-12.06
CN(c1cccnc1)c1[nH]cnc2nncc1-2,Inhibition,-5.56
COc1ccc(CN2CCOC2=O)cc1OC,Inhibition,-5.16
O=C(O)/C(=C/c1ccccc1)c1ccccc1,Inhibition,-16.02
CCCn1cnc2c(S)nc(N)nc21,Inhibition,-9.79
O=[N+]([O-])c1nc[nH]c1/C=C\c1ccccc1,Inhibition,10.56
O=C1c2ccccc2C(=O)C1c1ccccn1,Inhibition,-6.9
CCOC(=O)c1nn(-c2ccccc2)cc1O,Inhibition,-2.21
Sc1ncnc2c1ncn2C1CCCO1,MIC,10000.0
S=C(Nc1ccccc1)c1ccccn1,Inhibition,-3.26
O=C(O)C1OCC2(CO1)COC(C(=O)O)OC2,Inhibition,-1.34
OCC1(CO)CC2(C1)CC(CO)(CO)C2,Inhibition,1.54
c1ccc(-c2ccc3c(c2)NCCN3)cc1,Inhibition,1.51
O=S1(=O)CSCS(=O)(=O)C1,Inhibition,27.89
COc1ccc(NC(=O)CC(C)=O)c(OC)c1,Inhibition,-3.01
c1ccc(Sc2ncnc3ccccc23)cc1,Inhibition,-14.16
O=C(O)C(c1ccccc1)C1(O)CCCCC1,Inhibition,-11.66
CCCNC(=O)c1ccc(S(N)(=O)=O)cc1,Inhibition,-5.61
CSc1nc(S)c2[nH]c(S)nc2n1,Inhibition,2.53
Nc1ncnc2c1cnn2C1CCCCC1,Inhibition,-3.99
Sc1ncnc2c1ncn2C1CCCC1,Inhibition,-6.41
O=[N+]([O-])c1cccc(/C=C/c2ccccn2)c1,Inhibition,-13.12
CC(C)NC(=O)c1ccc(C(C)C)cc1,Inhibition,-8.3
COc1ccc(/N=N/c2c(N)n[nH]c2N)cc1,Inhibition,-6.57
O=c1cccc2n1C[C@H]1C[C@@H]2CN2CCCC[C@@H]12,Inhibition,-3.93
Cc1cc(NC(=O)c2ccccc2)nc(C)n1,Inhibition,-15.88
Oc1ccnc(Nc2ccc(Cl)cc2)n1,Inhibition,-10.08
Nc1ccc(/C=C/c2ccc3ncccc3c2)cc1,Inhibition,-10.25
OCc1nnn(-c2ccccc2)c1CO,Inhibition,-6.38
Nc1ccc2c(c1)Cc1cc(Cl)c(Cl)cc1-2,Inhibition,-5.33
Cc1nc(S)nc(O)c1CCC1OCCO1,Inhibition,-7.17
c1ccc2c(c1)Nc1cc3ccccc3cc1S2,Inhibition,-3.36
CC1(C)SC(C)(C)N(C=O)C1C(=O)O,Inhibition,-3.91
Cc1c(CCN)ccc2c1[nH]c1ccccc12,Inhibition,-5.14
c1cncc(C2Nc3cccc4cccc(c34)N2)c1,Inhibition,30.98
FCCN(CCF)c1cccc(Cl)c1,Inhibition,-7.02
C=CCOc1ccc(S(C)(=O)=O)cc1,Inhibition,-10.45
CCOP(=O)(Nc1ccc(C)cn1)OCC,Inhibition,-4.73
C=CCOc1ccnc(-c2ccccc2)n1,Inhibition,-7.2
Oc1nc2ccccc2n1C1=CCNCC1,Inhibition,-5.4
O=C(C(Cl)Cl)N1CC2CCC(CC2)C1,Inhibition,23.84
CC(=O)NCC(O)c1ccc([N+](=O)[O-])cc1,Inhibition,2.12
c1ccc2c(c1)Oc1cccc3cccc-2c13,Inhibition,-13.12
O=C(C(=O)c1cccnc1)c1cccnc1,Inhibition,-3.14
COc1ccn(C2CCCCO2)c(=O)n1,Inhibition,-5.3
Nc1cc([N+](=O)[O-])ccc1Nc1ccc(O)cc1,Inhibition,-0.22
CCN1CCCCC(=N\O)/C(=N/O)CCCC1,Inhibition,-7.99
Cc1n[nH]c2c([N+](=O)[O-])c(=O)[nH]c(=O)n12,Inhibition,-13.65
Cc1ccccc1NC(=O)NCCN1CC1,MIC,10000.0
CCC1CN1P1(=O)OCC(C)([N+](=O)[O-])CO1,Inhibition,0.43
O=C(Nc1csnn1)c1csnn1,Inhibition,1.57
NNC(=O)c1nnsc1-c1csnn1,Inhibition,15.04
Nc1ccc(/N=N/c2ccccc2Cl)c(N)n1,Inhibition,-16.58
Cc1c(C(=O)c2ccccc2)c2ccccc2n1C,Inhibition,-16.28
NC(=O)Cc1ccc2c(c1)[nH]c1ccccc12,Inhibition,-8.43
Nc1ccc(/N=N/c2ccc(O)cc2)c(N)n1,Inhibition,-14.36
Cc1ccc2c(c1)C(=C(C#N)C#N)CCN2,Inhibition,-7.98
CC1=C(C(N)=O)S(=O)(=O)c2ccccc21,Inhibition,-16.62
c1ccc2nc(OCCN3CC3)ccc2c1,MIC,10000.0
CC(=O)c1cc(O)c2ccccc2c1O,Inhibition,6.09
OCCCCc1nccc2c1[nH]c1ccccc12,Inhibition,-8.33
ON=C(NCc1ccccc1)c1ccccc1,Inhibition,19.05
CN(CC(=O)O)Cc1oc(CO)cc(=O)c1O,Inhibition,-9.52
c1ccc2nc(NN=C3CCCCC3)ccc2c1,Inhibition,-6.92
Cc1cccnc1NC(=O)c1csnn1,Inhibition,-4.1
Nc1[nH]nc2nc(-c3ccccc3)nc(O)c12,Inhibition,-3.34
NC(=O)c1ccc(Cl)c2ccccc12,Inhibition,-4.82
Cc1nccnc1Sc1ccccc1,Inhibition,-6.77
CCCCN1C(=O)CC(C(=O)OCC)=C1C,Inhibition,-4.18
O=C(CC1(O)CCCCC1)OC1CCCC1,Inhibition,30.45
CCCCCn1cnc2c(S)nc(N)nc21,Inhibition,-16.43
c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,Inhibition,-10.72
Cc1cccc(C(O)C(O)c2cccc(C)n2)n1,Inhibition,-7.77
CCOC(=O)c1cnc(SCC)nc1O,Inhibition,-8.17
Cc1cccc2cc3cccc(C)c3nc12,Inhibition,-5.61
Cc1ccc(Nc2c(O)ncnc2O)cc1C,Inhibition,16.78
c1ccc(-c2nc3ccccc3s2)nc1,Inhibition,-15.52
Oc1nc2[nH]c(Cl)nc(Cl)c-2n1,Inhibition,-19.04
COc1ccc(/C(C#N)=C/c2cccnc2)cc1,Inhibition,-16.52
CC(=O)O.CCC(N)Cc1c[nH]c2ccccc12,Inhibition,-7.72
CCOCCc1c(O)nc(SC)nc1O,Inhibition,-12.26
COC1OC(CO)C(N=C(C)C)C1O,Inhibition,-10.33
N#Cc1ccc(NC2c3ccccc3CC2O)cc1,Inhibition,8.31
CC(OC(=O)Nc1cccc(Cl)c1)C(=O)O,Inhibition,-11.24
Cc1nc(N)nc(Cl)c1CCC1OCCO1,Inhibition,-6.74
CCC(C)n1c(C)cc(=O)n1C(C)CC,Inhibition,-4.99
O=C1CSCc2nc3ccccc3n21,Inhibition,-7.32
Cc1ccc(S(=O)(=O)N2CC=C(N)N2)cc1,Inhibition,-12.82
C(=N/n1cnnc1)\c1ccc2c(c1)CCC2,Inhibition,-5.02
C/C=C/CC1(CC)C(=O)NC(=S)NC1=O,Inhibition,0.11
CNC(=O)Oc1ccc(N(C)C)cc1C(C)C,Inhibition,-12.66
Nc1ccccc1-c1nc2cnccc2[nH]1,Inhibition,-6.41
Clc1ccccc1-c1nc2ccccc2[nH]1,Inhibition,-6.44
Cc1ccc(Nc2nnc(S)s2)cc1F,Inhibition,17.67
Sc1nc2ccccc2c2ccccc12,Inhibition,19.7
Cc1cc(=O)c2c(o1)C(=O)c1occc1C2=O,Inhibition,24.84
NC(=O)N/N=C1\CC2CC1C1C=CCC21,Inhibition,-9.13
CNc1nc(SC)n(C)c(=O)c1N=O,Inhibition,-15.4
Cc1nc(NC(=N)N(C)C)nc(O)c1C,Inhibition,-10.51
Cc1nc2ccccc2nc1N1CCCC1,Inhibition,-9.29
Cc1cc(C)c2c(SC(C)C)nc(N)nc2n1,Inhibition,-10.66
Nc1nc(S)c2ncn(C3CCCC3)c2n1,Inhibition,-14.08
NC(=O)c1cc(C(N)=O)nc(Cl)n1,Inhibition,-9.62
CCCNC(=O)Nc1ccc(C)cc1C,Inhibition,-2.02
Cc1c(C#N)c2n(c1C)CCCC(=O)N2,Inhibition,5.76
CC(=O)CC(=O)Nc1ccc2ccccc2c1,Inhibition,-13.72
O=[N+]([O-])c1ccc2c3ccccc3[s+]([O-])c2c1,Inhibition,-11.15
COc1cc(CC(=O)C(=O)O)oc(=O)c1,Inhibition,-8.52
CCOC(=O)c1cnn2c(SC)ncnc12,Inhibition,-8.81
Cc1nc2nc(C(F)(F)F)[nH]c2nc1C,Inhibition,-5.2
CN(C)/C=N/c1ccc(Cl)c(Cl)c1,Inhibition,-5.94
O=C(O)c1nc2nc(Cl)c(Cl)nc2[nH]1,Inhibition,-11.32
NNC(=O)CNc1cccc(Br)c1,Inhibition,-4.46
Cc1cc2cc3n(c2nn1)N=C(Cl)CC3,Inhibition,-3.5
CN(C)S(=O)(=O)Nc1ccccn1,Inhibition,-3.86
C#CCNc1ccc(C(=O)OCC)cc1,Inhibition,-3.8
O=[N+]([O-])c1ccc(/C=C\c2ccncc2)cc1,Inhibition,-1.17
Cc1cccc(C)c1NC(=O)NCc1ccco1,Inhibition,-10.4
Cc1ccc(C#CC(C)(O)C(C)(C)C)cn1,Inhibition,-1.46
CCC1=[N+]([O-])[N+]([O-])=C(c2ccccc2)/C1=N/O,Inhibition,-1.35
O=C(CCl)NC1(C(=O)O)CCCC1,Inhibition,-2.6
C=C(C)C(=O)Nc1ccc(NC(C)C)cc1,Inhibition,-6.96
Nc1ncncc1-c1ccc2ccccc2c1,Inhibition,-7.84
O=C(Nc1ccccc1)Oc1cccnc1O,Inhibition,-7.26
CCCCCC(=O)C(=O)c1ccc(O)cc1O,Inhibition,-6.56
O=c1nc(Oc2ccccc2)nc2ncccn12,Inhibition,-13.98
O=C(Oc1cccnc1O)c1cccc(Cl)c1,Inhibition,-17.52
Cc1c([N+](=O)[O-])oc2c1C(=O)NCCC2,Inhibition,-11.37
CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1,Inhibition,-13.31
Cc1cc(C)n(C(=N)NC(=O)c2ccccc2)n1,Inhibition,-12.0
O=c1ccn2c(n1)SC(c1ccccc1)C2,Inhibition,-10.89
Oc1ccc(/N=N/c2nccs2)c(O)c1,Inhibition,2.7
[O-]/[N+](=C\c1ccccc1)CC1(O)CCCCC1,Inhibition,9.39
CN(C)S(=O)(=O)c1ccccc1N=C=S,Inhibition,-9.71
Cn1cnc([N+](=O)[O-])c1Sc1nc[nH]n1,Inhibition,-9.11
O=[N+]([O-])c1cnc(Sc2ccncn2)s1,MIC,5000.0
CC(C)(C)CC(C)(C)N1CN=C(S)NC1,Inhibition,-7.67
NNC(=O)CNC(=O)Nc1nnc(S)s1,Inhibition,-8.13
Cc1ncc([N+](=O)[O-])n1CCOC(N)=O,Inhibition,7.78
O=C1CCCN1CC#CCN1CCCC1,Inhibition,-12.14
N#Cc1nnn(-c2ccc(Cl)cc2)c1N,Inhibition,-4.67
Cn1cnc([N+](=O)[O-])c1Sc1n[nH]c(N)n1,Inhibition,-4.45
c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,Inhibition,-7.33
Cc1cc2cc3c(O)nc(O)nc3nc2cc1C,MIC,10000.0
Clc1nnc2c3ccccc3ccn12,Inhibition,-9.43
O=C1CCC(c2ccccc2)(c2ccccc2)CC1,Inhibition,-9.68
C1C2CC3C1C3/C2=N\N=C1/C2CC3C(C2)C13,MIC,10000.0
CN1CCN(c2nc(N)cc(O)n2)CC1,Inhibition,-4.09
CCC(C)N=C(S)Nc1ccccc1,Inhibition,-3.02
CNC(=O)Nc1ccc(S(N)(=O)=O)cc1,Inhibition,0.61
Oc1ccc(N/C(S)=N/c2ccccc2)cc1,Inhibition,2.65
Cc1ccccc1N=C(S)Nc1ccccn1,Inhibition,4.14
CCOC(=O)C1CC(C)=C(C)CC1C(=O)O,Inhibition,-10.63
O=C(/C=C/c1cccnc1)/C=C/c1cccnc1,Inhibition,-2.05
CC1(C)CCSC(/C=C/c2ccccc2)=N1,Inhibition,-4.58
Cn1c(C(=O)c2ccncc2)cc2ccccc21,Inhibition,-4.68
COC1OCC(O)C(NC(=O)N(C)N=O)C1O,Inhibition,-2.94
C#CCOCC1CN(c2ccccc2)C(=O)O1,Inhibition,-15.19
O=C1N(c2nncs2)CCN1[N+](=O)[O-],Inhibition,-14.15
N#C/C(=C\c1c[nH]c2ccccc12)C(N)=O,Inhibition,-10.69
O=C(NN1CCCCC1)NN1CCCCC1,Inhibition,-2.31
Nc1ccc(C(=O)c2cccs2)cn1,Inhibition,-0.14
C=CCNc1ncnc2sc(SC)nc12,Inhibition,-10.12
NC(=O)c1ncn2c(=O)n(CCCl)nnc12,Inhibition,-10.87
C=CCSc1n[nH]c(-c2cccs2)n1,Inhibition,-4.46
Sc1nccn1-c1ccccc1Cl,Inhibition,-5.04
Cc1ccc(Cl)cc1NC(=O)N(C)CCO,Inhibition,-5.5
